"region","submission","activity","path","type","pollutant","fuel","product","species","unit","scenario","confidential","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO3_NON_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO3,TRACTION_ROAD_PC_DIESEL_EURO3_NON_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,698.47650,4875.31748,22750.54742,40893.04079,56023.41469,68846.44236,69437.46408,64066.21869,58035.21939,54076.51013,49338.27945,44403.87017,40540.18363,34671.85934,31356.92227,27784.84013,23980.59653,20535.72494,17279.34706,13426.43934,10812.51539,7651.95967
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO3_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO3,TRACTION_ROAD_PC_DIESEL_EURO3_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,597.26151,4020.45878,20393.06644,38445.02845,51136.98007,67436.79485,65416.02419,59633.54021,52534.51407,47413.03272,43830.34635,39714.61145,35703.98476,30556.80810,27492.73916,24316.02673,20615.80909,17823.66921,15210.64330,11601.98636,9332.88825,6619.17293
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO1_HIGHWAY","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO1,TRACTION_ROAD_PC_DIESEL_EURO1_HIGHWAY","AD",,"DIESEL",,,"TJ","REF","FALSE",27270.97173,36578.87564,46984.51874,54985.80304,61225.28812,66661.85086,65302.76227,59597.61726,52966.97699,48480.07243,44892.72177,33710.73232,28533.25515,23414.07264,19921.99682,16215.97339,11502.81623,8939.82368,5794.88707,4457.94711,3351.01078,2796.98524,2199.28979,1904.22520,1675.81418,1483.41256,1332.16180,1191.74980,1014.14501,910.96024,675.22095
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO1_NON_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO1,TRACTION_ROAD_PC_DIESEL_EURO1_NON_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",30147.06528,39879.46725,50662.50393,58870.09887,66975.69591,74559.70012,73050.18613,65864.88508,57511.83429,52077.01030,47928.01673,35228.13584,29221.37275,23506.73162,19577.20336,15668.45814,11479.34416,8936.03817,5848.43262,4455.70500,3372.04300,2758.84335,2175.18890,1847.76075,1589.94852,1379.79241,1214.18448,1078.57958,911.97027,815.25638,645.68564
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO1_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO1,TRACTION_ROAD_PC_DIESEL_EURO1_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",32052.98073,39785.84271,47965.95390,57171.99207,58665.17646,61512.00308,59884.90539,52435.09155,45971.09165,42298.19868,37564.78307,29888.54992,25947.49353,20247.21303,17973.08662,13863.84411,10222.25994,7741.14541,4889.25744,3773.41200,2878.60048,2320.41669,1837.14477,1557.23125,1340.64441,1132.77876,1008.06160,901.16792,751.44820,673.90511,534.67438
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO2_HIGHWAY","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO2,TRACTION_ROAD_PC_DIESEL_EURO2_HIGHWAY","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,2809.08457,9301.83625,17740.90635,27811.05119,42535.88552,52364.54251,55013.66396,52937.12434,48005.94214,44154.47328,37920.28624,30297.94101,25647.15650,22241.38438,18957.92497,15481.56738,13406.63992,10624.35247,9074.11020,7706.92921,6499.09168,5515.00808,4615.22083,3627.09003,2996.92015,2031.77276
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO2_NON_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO2,TRACTION_ROAD_PC_DIESEL_EURO2_NON_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,3225.41375,10680.63923,20124.22263,31009.90585,46973.50586,57542.36990,59337.53608,56081.81791,49984.10058,45088.11807,38194.67987,31129.79866,26440.48219,23299.85547,19779.79017,16380.30739,14005.29459,11212.18882,9464.53180,7905.25288,6534.64018,5423.33242,4490.96402,3491.85801,2856.11275,2075.06665
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO2_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO2,TRACTION_ROAD_PC_DIESEL_EURO2_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,2793.71212,9188.54743,16794.94438,25981.75822,40053.25779,47349.45782,53049.04329,52559.39408,45480.06020,44019.73456,35899.19355,28966.95932,23932.26967,20415.36334,17558.32648,14641.12097,12329.15895,9882.34695,8303.99126,6927.04227,5616.66896,4707.58973,3946.09300,3015.25506,2466.51862,1795.35555
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO3_HIGHWAY","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO3,TRACTION_ROAD_PC_DIESEL_EURO3_HIGHWAY","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,609.93669,4276.27091,20347.08038,37238.17480,51887.87169,64936.12943,66298.44250,60189.26813,54304.87424,49756.88537,45536.80919,40362.69602,37264.88305,31486.32588,28742.62668,25824.81524,22699.31474,19847.71592,16856.91471,13223.86513,10751.86585,7062.09591
"DE","DE_NEXT","TRACTION_ROAD_PC_DIESEL_EURO4_HIGHWAY","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_PC_DIESEL,TRACTION_ROAD_PC_DIESEL_EURO4,TRACTION_ROAD_PC_DIESEL_EURO4_HIGHWAY","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,431.74773,1748.24902,4652.10498,12518.80245,24661.24476,38265.61448,55246.67585,71711.83261,82195.67815,81373.53386,78731.37238,69179.87050,66755.33200,63819.50845,59513.81650,55022.84060,49386.94623,41029.58904,35072.61217,23834.20559
